# Hand verdicts on the Europeana candidates. Key = author|title|year folded to letters and digits
# (language.key); then the Europeana record id. key<TAB>id<TAB>yes|no|edition<TAB>title (to read by)
# Wenckstern (1907) entries, decided 2026-09-22
jacquemart a et le blanc|histoire artistique industrielle et commercielle de la porcelaine with 29 plates engraved by j jacquemart|1863	/794/ark__12148_bpt6k1055885z	yes	Histoire artistique, industrielle et commerciale de la porce
wormann k|geschichte der kunst aller zeiten und volker|1900	/2048426/item_BONRP725NGKHSE44LLYSQ7S3WTQNOY7H	yes	Geschichte der Kunst aller Zeiten und Völker / Geschichte de
kuwanami i|the san jose scale in japan|1904	/08711/https___www_biodiversitylibrary_org_item_54871	yes	The San Jose scale in Japan
wallace a r|island life insular faunas and floras geology climatology etc|1902	/08711/https___www_biodiversitylibrary_org_item_176596	yes	Island life, or, The phenomena and causes of insular faunas 
langhaus|neuer seekriegs schauplatz der russisch japanischen flotten der indische ozean von madagaskar bis tokio scale 1 25 000 000|1905	/9200517/ark__12148_btv1b53058138q	yes	Paul Langhans. Neuer Seekriegs-Schauplatz der russisch-japan
|mandchourie coree japon et cotes orientales de la chine d apres les documents russes japonais et allemands scale 1 3 500 000|1904	/9200517/ark__12148_btv1b53060491r	yes	Mandchourie Corée, Japon et côtes orientales de la chine d'a
scobel a|politische karte von japan korea und der mandschurei scale 1 7 500 000 and 1 500 000 mit nebenkarten uber die hauptzufahrtswege nach ostasien uber die volksdichte und eine volkerkarte|1904	/9200517/ark__12148_btv1b530603275	yes	Politische Karte von China : Japan, Korea, China und der Man
sprigade p|russisch japanischer kriegsschauplatz auf grundlage der russischen generalstabskarte bearbeitet in vier blatt|1904	/9200517/ark__12148_btv1b53006815z	yes	Russisch-japanischer Kriegsschauplatz : karte III Port Arthu
rosny l de|dictionnaire de la langue japonaise japonais francais anglais part i all published|1857	/362/item_IPPJD57WRN6VZ664PKWFOD67IP3YKB4A	yes	Dictionnaire de la Langue Japonaise (Japonais-Français-Angla
mazeliere marquis de la|le bushido|n d	/794/ark__12148_bpt6k58281024	yes	Le Bushido : conférence faite à la Société franco-japonaise,
|chinese recorder and missionary journal|n d	/358/item_7OBL5NWOJ6MKQLXU72M76ARK3ZO6QPMF	yes	The Chinese recorder and missionary journal. 2,10, 2,10. 1
|evangelisches missions magazin|n d	/0940411/_nnTv8xc	yes	Evangelisches Missions-Magazin / Evangelisches Missions-Maga
|chiushingura or the loyal league a japanese romance|no date	/9200143/BibliographicResource_2000069376818	yes	Chiushingura, or, The loyal league, tr. by F.V. Dickins, wit
|das staatsarchiv sammlung der officiellen actenstucke zur geschichte der gegenwart|n d	/1321/https___id_kulturpool_at_21d2d99d_545b_416a_a371_584df03a4ed0_cho	yes	Das Staatsarchiv. Sammlung der officiellen Actenstücke zur G
germany|deutsches handelsarchiv zeitschrift fur handel und gewerbe herausgegeben im reichsamt des innern|n d	/9200143/BibliographicResource_2000069388495	yes	Preussisches Deutsches Handelsarchiv. 1880-Sept. 1939, Juni 
|statesman s yearbook a statistical and historical annual of all the states of the world edited by j s keltie and i p a renwick|n d	/1321/https___id_kulturpool_at_1a9b440d_f981_4812_ae51_564ea5170c89_cho	yes	The statesman's yearbook. the politics, cultures and economi
verhaeven e|images japonaises with illustrations by kwasson|n d	/9200519/ark__12148_btv1b105278952	yes	Images japonaises / Verhaeren, Emile aut. ; Kwasson ill.
|church missionary intelligencer|n d	/9200143/BibliographicResource_2000069361943	yes	Church missionary intelligencer / Church missionary intellig
|das japanische handelsgesetzbuch|1896	/1488/item_OYY2HV3TO3LVUWBHDTYPHQZRGTDXEC75	yes	Die geltenden Handelsgesetze des Erdballs, Nachtr.III. Das J
griffis william elliot|the mikado s empire|1903	/9200143/BibliographicResource_2000069369903	edition	The mikado's empire
lesouef a|catalogue des livres et manuscrits japonais collectionnes par a lesouef|1887	/794/ark__12148_bpt6k2556932	edition	Catalogue des livres et manuscrits japonais collectionnés / 
vinaza conde cipriano munoz y manzano|escritos de los portugueses y castellanos referentes a las lenguas de china y el japon estudio bibliografico|1892	/10501/bib_rnod_274689	edition	Escritos de los portugueses y castellanos referentes á las l
claudel p|connaissance de l est|1900	/794/ark__12148_bpt6k12810628	edition	Connaissance de l'Est / Paul Claudel
landresse|catalogue des livres imprimes et manuscrits des ouvrages chinois tartares japonais c et des chartes du xiie au xve siecle composant la bibliotheque de feu m e clerc de landresse bibliothecaire de l institut|1862	/1321/https___id_kulturpool_at_17261746_e8e5_4298_abb1_ca4d02518de3_cho	edition	Catalogue des livres imprimes ; des manuscrits et des ouvrag
cradock c|sporting notes in the far east|1894	/08711/https___www_biodiversitylibrary_org_item_77827	edition	Sporting notes in the Far East
bouhours|vie de st francois xavier apotre des indes et du japon|1902	/9200143/BibliographicResource_2000069303729	edition	Vie de St. François Xavier apotre des Indes et du Japon
hiratsuka s s shishido und a tsukamoto|worterbuch der japanischen und deutschen sprache|1902	/368/item_UAC76RZS2STJASNCKBF67SZQXQ3ERPAR	edition	Wörterbuch der japanischen und deutschen Sprache : Bearbeite
gautier j|la soeur du soleil|1891	/794/ark__12148_bpt6k811244	edition	La soeur du soleil : l'usurpateur (Nouv. éd.) / Judith Gauti
loti p a pseudonym|madame chrysantheme ein roman|1895	/794/ark__12148_bpt6k81123s	edition	Madame Chrysanthème : roman sur le Japon / par Pierre Loti /
hooper w h and w c philips|a manual of marks on pottery and porcelain a dictionary of easy reference|1902	/9200143/BibliographicResource_2000069365476	edition	A manual of marks on pottery and porcelain; a dictionary, by
lilja nils|menniskan hennes uppkomst hennes lif och hennes bestammelse ur naturhistorisk synpunkt betraktad|1858	/08711/https___www_biodiversitylibrary_org_item_107640	edition	Menniskan, hennes uppkomst hennes lif och hennes bestämmelse
|kulturgeschichte des mittelalters|1897	/1493/item_BODNF5LYZOEGA4YSQ5XKJJBZ6SM34TYB	edition	Kulturgeschichte des Mittelalters, 1
oppenheim l|international law vol ii war and neutrality|1906	/794/ark__12148_bpt6k93562g	no	International law: a treatise. Vol. 1. Peace/by L. Oppenheim
|st louis 1904 official catalogue of the exhibits of the empire of japan at the louisiana purchase exhibition in st louis|1904	/1584/item_FZPMZS5OXIPTAZVHH4OWYHAUYMA7IHDZ	no	Der Musikraum in der Weltausstellung St. Louis 1904 : mit 9 
libonis l|les styles enseignes par l exemple antiquite orient extreme orient|1893 99	/0940417/_nnh7mxZ	no	Les styles français: enseignés par l 'exemple / Les styles f
|krieg der russisch japanische karte des kriegsschauplatzes 1 7 500 000|1904	/2022078/11088_de_bo133_174995	no	Der russisch-japanische Krieg / Der russisch-japanische Krie
goncourt l|l art japonais|n d	/794/ark__12148_bpt6k5815928x	no	Hokousaï : l'art japonais au XVIIIe siècle / Edmond de Gonco
kirby margaret|from east and west|1905	/2020708/ADSlibrary_1157495	no	Calderwood, East Calder, West Lothian: Archaeological Evalua
paris exposition universelle 1900|l agriculture au japon|1900	/9200503/redir_8XAE453	no	Histoire de l'industrie de la pêche maritime et fluviale au 
bujac e|la guerre sino japonaise|1896	/794/ark__12148_bpt6k375825q	no	La Guerre sino-japonaise aujourd'hui et demain, par Albert-A
curey m c|l artillerie japonaise avec une preface du gen de division lebon|1906	/794/ark__12148_bpt6k6581837q	no	La Guerre russo-japonaise, historique, enseignements, par le
florenz karl adolf tr|bunte blatter japanischer poesie von karl florenz|1896	/1493/item_F3NDVQHAEWH3S3CELOIJYA5RX73HFOCA	no	Bunte Blätter, 1
florenz karl adolf tr|japanische dichtungen weissaster ein romantisches epos nebst anderen gedichten|1895	/9200479/item_8497798_	no	Dichtergrüsse aus dem Osten : japanische Dichtungen / Dichte
gollier theophile|le japon economique|1906	/794/ark__12148_bpt6k1417402s	no	Le Japon géographique, politique et économique / par Kijima
may w a|the commission of h m s talbot 1901 1904 including a full description of the battle of chemulpho the sinking of the varyag etc as seen as by the ships company|1904	/794/ark__12148_bpt6k96921637	no	Commission / Commission
regamey felix|japon|1904	/794/ark__12148_bpt6k65774746	no	Le Japon pratique / par Félix Régamey,...
suematsu baron kencho|la russie et le japon tr par frederic repin|1904	/9200517/ark__12148_btv1b530603364	no	[carte de l'extrême orient, Mandchourie, Japon, Corée avec l
tokyo koto kogyo gakko|resume historique et statistique|1900	/794/ark__12148_bpt6k6201273k	no	Résumé historique et statistique du service des postes au Ja
dalmas r de|japon et japonais|1895	/9200517/ark__12148_btv1b53229300m	no	[Carte du Japon en japonais] / [par Schisui Naga Kubo]
london missionary society|catalogue of books|1899	/9200143/BibliographicResource_2000069303556	no	Catalogue of books
jager f|eine reise nach ostasien ostindien china und japan tagebuch eines schiffarztes|1900	/1493/item_CUII2G4U3FAY4OV5NU6S3BYLD3F3TO7W	no	Die wissenschaftlichen Ergebnisse der Reise des Grafen Béla 
lanzy g|aux pays jaunes impressions d extreme orient|1901	/794/ark__12148_bpt6k379743f	no	Voyage au pays des vignes jaunes et aux pays des vignes bleu
marcourt m a|souvenirs de voyages de toulon a yokohama il y a trente cinq ans|1900	/1488/item_NA7I2RS4ZNQPTKKVNGMYRMQGUW7QQ35P	no	Souvenirs de voyages et traditions populaires
muller j|eine reise nach china und japan|1898	/770/item_EYIHKAST4PRVTAPTDESZLD7U6BEROIWF	no	Reise SMS STOSCH NACH China und Japan 1881 - 1883 / Band I
oukhtomsky prince e e|voyage en orient de s a i le cesarewitch s m nicolas i|1893 98	/1488/item_NVSFZDIKYZBYK47XC7VPKGM7VSSMR7BQ	no	Voyage en Orient, 2
uchtomskij prince e e|travels in the east of h i h the czarewitsh nicolas alexandrowitsh in 1890 91|1896 1900	/2022062/10891_osa_e530851d_8d4c_415e_9848_a920bedd74e8	no	Ulbricht's Travels to East Europe
o neill j|the night of the gods an inquiry into cosmic and cosmogenic mythology and symbolism vol ii containing pp 583 1077|1897	/08611/censorship55830	no	night life of the gods\ n\ t\ n\ t night life of the gods / 
lambel comte de|l apotre des indes et du japon ou vie de st francois xavier|1900	/207/https___hispana_mcu_es_lod_oai_binadi_navarra_es_00013377_ent0	no	Vie de S. François Xavier, apôtre des Indes et du Japon / pa
|new testament translated into japanese by the russian missionaries|1901	/1584/item_72WZ23UINGJECUP3WEOPMIZLU27C5HSD	no	Das new Testament / new Testament
american board of commissioners for foreign missions|young people s department missionary program present day aspects of missions in japan|1903	/794/ark__12148_bpt6k56116997	no	The Young Republican Club of Miranda to young people in the 
bennett a a|sketch of the life of rev nathan brown a pioneer baptist missionary|1895	/08711/https___www_biodiversitylibrary_org_item_76185	no	Rev. Aura Claire Showers : a sketch of his life
eastlake f w i tanahashi n kanda|new pocket dictionary|no date 1890 91	/9200143/BibliographicResource_2000069339561	no	A new pocket dictionary of the English and Spanish languages
nitobe i takakusu|japanese english dictionary|1905	/1493/item_F46FR42KENY75KBYS6OFG7H3A4TWWMXX	no	Japanese-english dictionary : by Joh. Jos. Hoffmann. Elabora
gubernatis a conte de|storia universale della litteratura|1883 85	/368/item_XA3EASQOIIZS2EX22DK4CMNHHYZPJMFH	no	Storia universale della letteratura, 6. Florilegio epico
|literature the of japan with critical and biographical sketches by ep wilson|1900	/9200143/BibliographicResource_2000069340075	no	Japan and China their history, arts and literature
dargene c b|naomi|1898	/228/system_343186357	no	Ruth und Naomi [Illustration]
gautier j|tokio|1901	/954/Culturalia_b4010da9_5fb8_214b_9b5f_d7ea7298d48d	no	La Tokio
dickins f v and st lane poole|sir h parkes his life while in china and japan|1894	/358/item_2ORDDQH4A3BNCI4N5KDFS4JSBE7ZFMU7	no	Life of Sir Henry Parkes, G. C. M. G., Australian Statesman
suyematsu baron k|russia and japan|1904	/794/ark__12148_bpt6k9634024r	no	The finances of the belligerents: Russia and Japan/by Karl H
barzini l|mukden|1906	/1580/item_PRNYGUDHM5LVYDLFW7NSKL4NP5JNTAP2	no	Karte 3: Port Arthur - Mukden / Port Arthur - Mukden
kitayama m|war stories|1905	/1493/item_EN5V5KCTMVOTAISGLEXSHRJUPVLC7WNJ	no	Stories of the Peninsular War
|russisch japanischer krieg personliche erlebnisse vom kriegsschauplatz von einem deutschen stabsoffizier|1905	/485/https___www_esbirky_cz_detail_12190786	no	[Russisch-Japanischer Krieg 1904-1905] / [Russisch-Japanisch
schroter|port arthur|1905	/1584/item_PRNYGUDHM5LVYDLFW7NSKL4NP5JNTAP2	no	Karte 3: Port Arthur - Mukden / Port Arthur - Mukden
lonholm l|civil code of 1898|1898	/794/ark__12148_bpt6k6105507m	no	Modifications introduites dans la nouvelle édition (1898) du
|japan directory|1906	/1321/https___id_kulturpool_at_39ca6cf4_d035_4910_b784_6d02755168cf_cho	no	The Chronicle and Directory for China, Japan & the Philippin
yokohama japanese chamber of commerce yokohama shogiyo kaigi sho|monthly reports|1895	/1321/https___id_kulturpool_at_7691606b_1369_458d_8b5c_9420fd4490da_cho	no	Monthly reports of the department of agriculture 1871
yokohama foreign board of trade|annual report|1873	/91666/SMVK_EM_arkiv_3723606	no	annual report, annual report / årsberättelse, årsredovisning
government hospital for kak ke beri beri in tokyo|reports vol i for 1879 vol ii for 1880|1880 1881	/358/item_56CREX4OJPTK6GEGWUBK2BMK5JTWOJYN	no	Sitzungsberichte. 93, 93. 1879 / Meeting reports. 93, 93. 18
morita dr m|prophylaxie de la syphilis et des maladies veneriennes with 5 pictures of the yoshiwara and susaki|1899	/794/ark__12148_bpt6k1418410n	no	Conférence internationale pour la prophylaxie de la syphilis
taguchi k|festschrift zum 61 geburtstage|1899	/233/urn_nbn_de_hebis_30_180011875001	no	Festschrift zum achtzigsten Geburtstage Moritz Steinschneide
kyoto doshisha preparatory collegiate science and theological schools|calendar for the year 1890 91|1890	/237/_nnw4qlk	no	Evangelical calendar for the Ordinary Year 1890 / Kalendarz 
tokyo japan women s university nippon joshi daigakku founded in 1900|calendar for 1904 5|1904	/954/Culturalia_207434e1_86e0_884a_8bc4_6583fe4989de	no	Calendar pe anul 1904
tokyo blind and dumb school moa gakko|short account of it|1903	/229/urn_nbn_de_hebis_30_1_308335	no	A short account of the Hebrew tenses
tokyo fine art school tokyo bijutsu gakko|notice sur l ecole des beaux arts japanese and french text|1899	/794/ark__12148_bpt6k6573746p	no	Notice sur F.-P.-P. Laureaux, peintre dijonnais, élève de l'
tokyo peers college library gakushuin tosho kan|catalogue vol i english books|1903	/9200143/BibliographicResource_2000069390639	no	English catalogue / Index to the British English catalogue o
|english world the|1897 99	/9200143/BibliographicResource_2000069499791	no	Athletic world / The Athletic world and journal of English s
london victoria and albert museum in south kensington formerly called the south kensington museum|catalogue of books c on japanese art in the national art library compiled by e strange|1893 1898	/9200143/BibliographicResource_2000069303556	no	Catalogue of books
f|catalogue de la collection d anciennes porcelaines de le chine et du japon formee par mr le docteur f de liege sale on april 25th 1896 in bruxelles|1896	/794/ark__12148_bpt6k1246855b	no	Catalogue des anciennes porcelaines de la Chine et du Japon,
koln sales 1905|katalog der japan und china sammlung aus dem nachlasse der herrn o de la parra zu koln j schismarew zu moskau etc versteigerung 4 7 dezember 1905|1905	/07931/diglit_heberle1906_04_23	no	Katalog der ausgewählten Japan- und China-Sammlung: aus dem 
|l art japonais du xviiie siecle|1891 1904	/794/ark__12148_bpt6k380580t	no	Catalogue d'estampes de l'école française du XVIIIe siècle i
bohmer co yokohama|wholesale catalogue for 1901 2 of japanese lily bulbs etc|1901	/08711/https___www_biodiversitylibrary_org_item_191704	no	Wholesale catalogue of seeds, bulbs and plants / Spring, 190
wheeldon g h|self defence|1905	/2083601/rest_object_1081337_Resistance_and_Self_Defence__Zionism_and_Antisemitism_in_Inter_War_Germany__MS_300	no	Resistance and Self-Defence: Zionism and Antisemitism in Int
hallock w h|observations in japan a paper read before the american ethnological society at columbia college january 20 1869|1869	/08711/https___www_biodiversitylibrary_org_item_44782	no	Observations on the flora of Japan
la jaline j de|aquarelles japonaises|1904	/794/ark__12148_bpt6k12463457	no	Catalogue d'estampes anciennes et modernes, estampes japonai
phillips e c mrs h b looker|peeps into china or the missionary children the eastern wonderland or pictures of japanese life two stories in one volume|1899	/10501/bib_rnod_323674	no	Peeps into China:  the  missionary's children
koulomzine a n de|le transsiberien french translation with numerous illustrations by j legras|1904	/794/ark__12148_bpt6k5603671h	no	The Transsiberian/by Captain Sauvage,... / Le Transsibérien 
herrich a|karte von ostasien japan korea ost china und sudostlicher teil des asiatischen russland mit 7 nebenkarten scale 1 4 500 000|1904	/492/item_IIJAPFHKRE5VVMRAN6AQ2Y5Y57XFD533	no	Reise auf S.M.S. "Möwe" : Streifzüge in Südseekolonien und O
conant cl b|naomi|1898	/228/system_343186357	no	Ruth und Naomi [Illustration]
brinkley frank|the art of japan|n d	/9200143/BibliographicResource_2000069340488	no	Art and art industries in Japan
|the far east|n d	/2048441/item_B43TKOMCHP7XGHAIY3TD5UMTQTCVVEUD	no	The Russian Far East. / The Russian Far East.
|reports of the s p g|n d	/2048441/item_C5AQJ4OMWD5IINMK2GKVHNPGFRGHLWUD	no	International reports / International reports
|the church in japan the official organ of the japan mission of the american protestant episcopal church|n d	/794/ark__12148_bpt6k58021019	no	The new Christian Church in Japan / La nouvelle Eglise chrét
|the east and the west a quarterly review for the study of missions|n d	/9200143/BibliographicResource_2000069355384	no	East and west / East and West
|die evangelischen missionen|n d	/1488/item_HGX22RHKV73UV5EUO7MEWTKPUEBVN3E4	no	Die Missionen der evangelischen Kirche : ein Volksbuch
|questions diplomatiques et coloniales revue de politique exterieure|n d	/9200365/BibliographicResource_3000051598790	no	La Revue des ambassades et des questions diplomatiques et co
ordnance survey office|photographic album|n d	/866/https___hispana_mcu_es_lod_oai_prensahistorica_mcu_es_1026732_ent0	no	[Photographic Album (Málaga.2005)] / Álbum fotográfico / [Ál
barclay t|territorial waters the inland sea of japan|n d	/2022043/10891_osa_823d81f9_2164_40a8_8de1_d1f7a00f557e	no	Regulations Governing Albanian Territorial Waters
|eastern press|n d	/2022043/10891_osa_493887c9_d2f7_4982_9018_b5a52c8d7fbf	no	The Eastern European Press at the United Nations
|greater japan|n d	/1488/item_QAWPIF6QQCEDYKN5FV6245L3CD5WSKFY	no	Greater Britain: A Record of Travel in English-Speaking Coun
tokyo imperial education society teikoku kyo iku kwai|catalogue of foreign books|n d	/9200143/BibliographicResource_2000069306943	no	Specimen of a catalogue of the books on foreign law
krecker a m|japanese fairy tales|n d	/9200479/item_18398273_	no	Japanese fairy tales / Japońskie bajki
|girls and girls in japan china ceylon etc|n d	/08611/censorship28211	no	One hundred girls and one sailor\ n\ t\ n\ t girls, girls, g
smith mrs w h|the children s japan|n d	/1542/IMA00157444	no	Children's book illustration in Japan
geological survey of japan chishitsu chosajo|paris exposition internationale 1900 notice sur le service geologique imperiale du japon avec catalogues des articles exhibites et resultats analytiques des echantillons de sols|n d	/773/https___catalonica_bnc_cat_catalonicahub_lod_oai_mdc_csuc_cat_felippedrell____10945_ent0	no	Document rebut de l'Exposition Universelle Internationale de
|trade returns annual return of the foreign trade in english and in japanese language for 1900 1|n d	/9200143/BibliographicResource_2000069392603	no	Returns of trade at the treaty ports . Foreign trade of Chin
